component_id,lot_id,is_defective,Value_0h_iddq_ua,Value_24h_iddq_ua,Value_96h_iddq_ua,Value_168h_iddq_ua,Value_0h_leakage_ua,Value_24h_leakage_ua,Value_96h_leakage_ua,Value_168h_leakage_ua,Value_0h_prop_delay_ns,Value_24h_prop_delay_ns,Value_96h_prop_delay_ns,Value_168h_prop_delay_ns,predicted_168h_iddq_ua,predicted_slope_iddq_ua,flag_param_b_iddq_ua,predicted_168h_leakage_ua,predicted_slope_leakage_ua,flag_param_b_leakage_ua,predicted_168h_prop_delay_ns,predicted_slope_prop_delay_ns,flag_param_b_prop_delay_ns,flag_module_b,triggered_parameters_b
C_00267,LOT_006,True,26.5314,38.5242,59.5996,75.4987,9.0323,11.5005,15.754,18.6893,5.4971,6.3326,7.615,8.5046,75.82875,0.2590593792385525,True,18.815096,0.05079580487145317,True,8.476436,0.014887747648027206,True,True,"iddq_ua,leakage_ua,prop_delay_ns"
C_00268,LOT_006,False,24.5137,25.0642,25.3397,26.7011,9.0712,9.2349,9.4126,9.5341,5.2911,5.2599,5.4071,5.444,25.86962,0.005593190066019697,False,9.561522,0.0022682050704956077,False,5.412417,0.0010591453817155624,False,False,
C_00269,LOT_006,False,23.406,23.5351,23.824,24.3735,9.1424,9.6544,10.0794,9.5424,4.487,4.5535,4.6032,4.8139,24.60728,0.007445699522230361,False,9.949124,0.002046696779463021,False,4.745979,0.0013366585572560652,False,False,
C_00270,LOT_006,True,27.8091,34.5189,53.2089,65.608,9.571,11.0702,15.1882,17.1609,4.868,5.5368,6.162,7.0899,63.127293,0.19866939328511554,True,16.566555,0.03816913210550944,True,7.159065,0.011265727567672726,True,True,"iddq_ua,leakage_ua,prop_delay_ns"
C_00271,LOT_006,False,25.1427,25.6464,26.9602,28.6302,8.6631,8.7623,8.7594,9.1318,4.7821,4.726,4.8328,5.0845,26.95908,0.009115831544664173,False,9.056485,0.0020429526117112917,False,4.9039207,0.0012355600727929012,False,False,
C_00272,LOT_006,False,24.2511,24.2104,24.304,24.3875,9.1733,9.2066,9.4076,9.7242,4.764,4.9692,5.0224,5.1752,25.010464,0.0055559980180528434,False,9.549265,0.0023796174155341263,False,5.0169697,0.00033173389434814563,False,False,
C_00273,LOT_006,False,25.4754,25.9309,27.8898,27.3094,7.2666,7.5966,7.9138,7.7794,4.9676,5.1593,5.29,5.1304,26.962284,0.007162389500935864,False,7.821878,0.0015644302527109812,False,5.122957,-0.0002523803499009874,False,False,
C_00274,LOT_006,False,25.3013,26.1315,26.1582,27.5262,8.7568,9.3312,9.7325,9.827,5.3067,5.5717,5.5374,5.684,26.879725,0.005196003490024149,False,9.620094,0.002006210411919482,False,5.65908,0.0006068057537078867,False,False,
C_00275,LOT_006,False,25.7148,26.7913,26.6454,27.0183,9.489,9.4813,10.3171,10.0896,4.9142,4.975,5.0372,4.8973,27.697699,0.006294434674580894,False,9.914086,0.003005460707346604,False,5.0464125,0.0004959199163648842,False,False,
C_00276,LOT_006,False,23.1566,23.276,25.8688,26.2879,8.5685,8.6119,8.2807,9.1667,4.5877,4.7061,4.512,4.6187,24.266645,0.006879482163323298,False,9.056485,0.0030873970561557324,False,4.8029356,0.0006724694463941775,False,False,
C_00277,LOT_006,False,24.5301,26.0337,25.9686,26.42,9.11,9.2094,9.0447,9.4968,4.6899,4.7886,4.889,4.9972,26.459183,0.002954741244845923,False,9.561522,0.0024452884038289355,False,4.942477,0.0010685918490091978,False,False,
C_00278,LOT_006,False,26.2177,26.1595,28.3332,28.9764,9.1405,9.4854,9.8448,10.5661,5.2253,5.3293,5.1318,5.3996,26.982542,0.005715569708082402,False,9.845954,0.0025038468148973233,False,5.3952665,0.0004581009229024256,False,False,
C_00279,LOT_006,False,24.5543,25.0888,25.5039,28.0459,8.7799,8.8823,8.7568,9.1065,4.6294,4.8335,4.8998,4.5785,26.063272,0.006767169973585347,False,9.177842,0.002052375973595508,False,4.7990074,-0.00023953183492024676,False,False,
C_00280,LOT_006,False,25.6557,27.279,27.8182,26.9302,8.4373,8.7336,8.9133,9.4784,4.7668,4.6922,4.8044,4.582,27.532383,0.0017596039242214632,False,9.101963,0.0025580766889784132,False,4.8356647,0.0009962829801771396,False,False,
C_00281,LOT_007,False,25.197,25.2839,24.9259,25.5642,8.7771,8.899,9.2311,8.9548,5.3791,5.4186,5.2904,5.6504,26.66407,0.009584514787462028,False,9.174388,0.0019124161932203565,False,5.6036325,0.001284947570165001,False,False,
C_00282,LOT_007,False,25.4194,25.4096,26.6038,26.0678,9.211,9.2128,9.6807,9.7322,5.4803,5.4308,5.4443,5.5102,26.703363,0.008984468184577087,False,9.545811,0.0023125743018256317,False,5.6080513,0.0012309118058946424,False,False,
C_00283,LOT_007,False,24.238,24.7335,25.8609,25.4922,8.4965,8.4372,8.8938,8.6644,4.9334,4.7706,4.8697,5.1416,25.570719,0.005814019203186039,False,8.831263,0.002736545753478999,False,5.010674,0.0016671805540720624,False,False,
C_00284,LOT_007,True,24.8449,30.7731,37.048,41.5184,8.4606,13.1466,19.4268,23.4895,5.0845,5.3496,5.9589,6.4931,43.41548,0.08779431644015842,True,23.570028,0.07238491878509522,True,6.09435,0.005171874035729305,True,True,"iddq_ua,leakage_ua,prop_delay_ns"
C_00285,LOT_007,False,22.1339,21.6463,22.6319,22.1968,8.9568,9.4635,10.1014,10.3227,5.232,5.29,5.5465,5.43,22.825817,0.008191091028849283,False,9.638718,0.0012167892456054702,False,5.406857,0.0008115070395999483,False,False,
C_00286,LOT_007,False,24.5045,25.269,23.7017,24.5815,8.1185,8.3113,8.1324,8.5282,5.4631,5.3622,5.4464,5.6016,25.995495,0.0050451030731201284,False,8.710343,0.002771134450700553,False,5.5079355,0.0010120522499084499,False,False,
C_00287,LOT_007,False,24.2923,24.4421,25.5224,25.4041,8.835,8.5229,8.8454,8.9992,5.1926,5.2422,5.2705,5.5485,25.45108,0.007006807793511285,False,9.023464,0.0034761402977837464,False,5.43551,0.001342431656519569,False,False,
C_00288,LOT_007,False,27.2447,27.1943,27.7537,27.3567,9.1955,9.5941,9.4956,9.5825,5.5514,5.6881,5.7216,5.7995,28.042162,0.005887930149502236,False,9.81929,0.0015638205634223147,False,5.7486978,0.00042081776195102005,False,False,
C_00289,LOT_007,False,23.8911,24.7752,23.7821,24.207,9.2658,9.3719,9.688,10.2725,4.8254,4.8179,4.8251,4.8268,25.073774,0.002073432901170507,False,9.855397,0.0033576196140713156,False,4.938365,0.0008365623792012543,False,False,
C_00290,LOT_007,True,25.9427,34.273,45.8045,52.0052,9.4545,11.5667,14.0272,16.3584,5.3806,5.8618,6.3594,7.0114,55.42514,0.14688986375596785,True,17.33537,0.04006020215352376,True,6.078189,0.001502700667911108,False,True,"iddq_ua,leakage_ua"
C_00291,LOT_007,False,24.4135,24.9137,26.3659,25.7846,8.5606,8.557,8.8401,9.3978,5.5897,5.2518,5.6142,5.6206,25.768957,0.005939285680982811,False,9.053031,0.0034446594980027914,False,5.469605,0.0015125345071156802,False,False,
C_00292,LOT_007,False,25.5794,25.7378,26.3714,26.6638,8.899,9.5124,9.347,9.3089,5.2071,5.3585,5.2853,5.348,26.90621,0.008113957956102159,False,9.638718,0.0008772059122721387,False,5.439559,0.0005629096031188947,False,False,
C_00293,LOT_007,False,25.6751,26.0041,25.996,26.8733,9.8238,9.8138,9.879,9.8705,5.4207,5.3895,5.3156,5.5704,26.894638,0.006184292093912753,False,10.377737,0.00391622948116726,False,5.5108223,0.0008425159454345706,False,False,
C_00294,LOT_007,False,23.5357,23.8998,24.1904,24.1691,10.1017,10.3141,10.3902,10.4654,4.8007,4.8943,4.972,4.9568,24.681286,0.005426985126071513,False,10.587193,0.0018964759402804916,False,4.9925523,0.0006823075029585075,False,False,
C_00295,LOT_007,False,27.078,27.497,28.5993,27.79,9.2175,9.3421,9.0848,9.5335,5.0159,4.979,5.1461,5.0889,28.656801,0.008054175164964464,False,9.742771,0.0027824385325113912,False,5.1276383,0.0010322106944190125,False,False,
C_00296,LOT_007,False,25.9845,26.1178,26.3707,27.1398,8.6543,8.8168,9.0094,9.3451,4.9847,5.2319,5.2822,5.4745,27.000835,0.006132190407647033,False,9.174388,0.0024832495265536794,False,5.498488,0.0018513052039676211,False,False,
C_00297,LOT_007,False,25.8622,26.4275,26.8766,28.0817,7.76,8.071,8.2837,8.2489,4.0244,4.1112,4.1523,4.1317,27.321587,0.006208934783935558,False,8.706556,0.004413585556877986,False,4.23088,0.0008311096085442424,False,False,
C_00298,LOT_007,False,25.0016,24.3378,25.1467,25.0657,8.9959,9.1179,8.9315,9.4196,4.6379,4.7423,4.8413,4.9523,25.245804,0.006305582173665354,False,9.462962,0.002396264934539791,False,4.9055376,0.0011335944811503079,False,False,
C_00299,LOT_007,False,24.2405,24.8823,25.4294,26.347,7.7912,8.0038,8.2017,8.2275,5.1361,5.2108,5.2923,5.2579,25.584618,0.004877205657958979,False,8.377366,0.0025942087915208603,False,5.4596276,0.0017279696411556676,False,False,
C_00300,LOT_007,False,23.7708,24.7999,25.7052,26.0416,9.1999,9.3896,9.1451,9.4605,5.4539,5.6157,5.4917,5.5875,25.106283,0.0021276610268486807,False,9.742771,0.002452577421400284,False,5.586225,-0.00020468727217780468,False,False,
C_00301,LOT_007,False,23.9047,23.7521,24.7714,24.8807,9.4169,9.6734,9.7175,9.7986,4.9292,4.9468,4.9214,4.9294,24.750484,0.006933225462171776,False,9.99734,0.002249584738413487,False,5.0268025,0.0005555731932322209,False,False,
C_00302,LOT_007,False,24.601,25.2575,24.6274,24.8836,8.4046,8.3254,8.3425,8.8547,5.5332,5.0094,5.3161,5.2747,26.02321,0.005317434204949271,False,8.759036,0.00301136155658298,False,5.2533517,0.0016941089471181213,False,False,
C_00303,LOT_007,False,22.567,22.9031,23.892,24.8355,8.3252,8.5979,8.9139,8.769,5.0882,5.122,5.0058,5.2917,23.992908,0.007568114429050032,False,9.098509,0.003476450241936583,False,5.3462844,0.0015575304826100675,False,False,
C_00304,LOT_007,False,23.3187,24.118,23.5516,24.907,9.5606,9.4651,10.1162,10.1184,4.5625,4.5561,4.6311,4.7829,24.664515,0.003795239872402625,False,9.949961,0.0033670882542928085,False,4.7602506,0.0014177122804853665,False,False,
C_00305,LOT_007,False,26.2581,26.2031,25.5131,25.2244,9.1736,9.2323,9.3357,9.5627,5.0717,5.297,4.962,5.2525,26.951502,0.005197235043843593,False,9.545811,0.00217715763515896,False,5.394186,0.0006749029159545919,False,False,
C_00306,LOT_007,False,23.2297,24.4556,24.2026,24.2478,8.6406,8.8928,8.8459,8.6341,4.8295,4.9682,4.9429,4.9226,24.842426,0.002686293750339081,False,9.103442,0.0014627930005391481,False,4.9911313,0.00015924517843458115,False,False,
C_00307,LOT_007,False,24.3515,24.4545,25.9791,25.2428,8.4551,9.0902,9.2266,9.233,5.7097,5.5077,5.5106,5.4385,25.507202,0.007310431586371531,False,9.324573,0.0016275872442457454,False,5.6418266,0.0009314349280463338,False,False,
C_00308,LOT_007,False,26.4568,27.3235,27.1942,27.8686,8.5545,8.5895,8.5303,8.4428,5.1031,5.2095,5.4415,5.237,27.725325,0.002790448824564621,False,9.053031,0.0032189650535583546,False,5.479739,0.0018766610357496456,False,False,
C_00309,LOT_007,False,24.8078,24.6299,25.4766,25.417,8.0466,8.0514,8.4242,8.6179,4.9759,4.9373,5.0169,5.0598,25.772614,0.007935510592990457,False,8.710343,0.004575995561811664,False,5.0856495,0.0010302047941419842,False,False,
C_00310,LOT_007,False,21.1554,21.5405,22.0877,21.3814,8.8137,8.7567,9.0184,8.5508,5.0228,5.2453,5.1418,5.3688,22.66282,0.0077938945558335936,False,9.07511,0.002211183579762774,False,5.394186,0.0010339306937323656,False,False,
C_00311,LOT_007,False,26.863,28.4288,27.8714,27.51,9.2006,9.1316,8.838,8.8626,4.9912,5.0746,4.9468,4.9321,28.949379,0.0036151317172580365,False,9.545811,0.002876463190714514,False,5.2479224,0.0012036279201507554,False,False,
C_00312,LOT_007,False,26.6395,26.9323,26.6754,27.9516,9.5966,9.5261,9.8445,9.671,4.7076,4.5578,4.7317,4.8551,27.916605,0.0068354513592190115,False,9.929725,0.002802949259016252,False,4.816919,0.0017994364579518615,False,False,
C_00313,LOT_007,False,24.4998,24.297,24.9688,24.4777,8.4039,8.6831,9.0069,8.7613,4.7755,4.6009,4.7444,4.6478,25.187574,0.006184544351365827,False,9.098509,0.002884783575269914,False,4.771476,0.001184554110633001,False,False,
C_00314,LOT_007,False,28.1964,28.2791,28.5551,28.1631,8.5426,8.3741,8.3213,8.6354,5.4866,5.3899,5.3185,5.3023,28.93111,0.0045278498755561,False,8.878663,0.003503910160064695,False,5.4771085,0.000605614434348213,False,False,
C_00315,LOT_007,False,24.3556,24.6176,24.518,24.1169,8.438,8.4355,8.6013,8.9191,4.9048,5.0045,4.9339,5.0274,25.54043,0.006408542145623104,False,8.831263,0.002748351309034564,False,5.138019,0.0009272158675723593,False,False,
C_00316,LOT_007,False,24.8185,27.1407,26.3728,26.8946,9.7259,9.7816,10.1252,10.2923,5.2563,5.6795,5.5879,5.5314,27.477024,0.002335583877563484,False,10.156524,0.002603636837005621,False,5.7154555,0.00024969119495815706,False,False,
C_00317,LOT_007,False,22.5214,22.5398,23.0586,24.0542,7.7861,8.2735,8.3971,8.7216,4.5136,4.6089,4.7403,4.7229,23.671644,0.00786002924177382,False,8.720081,0.0031012592315673806,False,4.757076,0.0010289985179901108,False,False,
C_00318,LOT_007,False,23.4058,24.2891,23.4191,23.5902,8.8721,9.25,9.5582,9.378,4.7984,4.8441,4.8862,4.9709,24.477478,0.0013081807454426997,False,9.418289,0.0011686748928493923,False,4.957119,0.0007848540835910368,False,False,
C_00319,LOT_007,False,26.9435,26.6706,26.8021,27.4648,9.4872,9.6476,10.0637,9.8703,4.8632,4.9023,4.8999,5.1283,27.680122,0.007010572052001951,False,10.019803,0.002584743383195661,False,4.996918,0.0006570708433787006,False,False,
C_00320,LOT_007,False,25.4606,26.1169,26.2328,27.1103,9.4844,8.9399,9.8051,9.4179,4.9274,5.4257,5.1754,5.4449,26.96003,0.005855066680908195,False,9.796115,0.0059459369553460035,False,6.783996,0.009432611841625638,True,True,prop_delay_ns
C_00321,LOT_008,False,28.5989,28.5547,28.8596,30.0153,10.6825,10.7159,10.9823,10.7834,4.5099,4.5452,4.5183,4.5088,29.937424,0.009602247958713105,False,11.156048,0.0030565820905897384,False,4.599307,0.0003757434739006866,False,False,
C_00322,LOT_008,True,30.1762,37.7725,47.9014,53.1834,10.1814,15.686,22.9061,28.7075,4.2576,4.8672,5.7632,6.4745,51.49084,0.09526625633239745,True,31.768078,0.11168109618292915,True,6.4152303,0.010750210237503048,True,True,"iddq_ua,leakage_ua,prop_delay_ns"
C_00323,LOT_008,False,26.5666,26.5766,25.9453,27.2213,9.4762,9.3518,9.9034,10.1795,4.0483,4.0779,4.1406,4.2198,27.270113,0.004816062439812561,False,9.910104,0.003877109707726367,False,4.1454453,0.0004690649085574705,False,False,
C_00324,LOT_008,False,28.3693,29.6224,29.2422,29.2999,10.4148,9.8843,10.1074,11.0067,4.5662,4.5194,4.6678,4.7623,29.711504,0.0006187776565551831,False,10.672958,0.005476794264051652,False,4.6306953,0.0007728843265109586,False,False,
C_00325,LOT_008,False,28.5695,29.2691,29.5629,29.5337,11.1725,11.3634,11.3814,11.8838,3.7834,3.7969,3.8394,4.0344,30.013086,0.005166571659511978,False,11.911615,0.0038070511923895913,False,3.9031713,0.0007379951450559833,False,False,
C_00326,LOT_008,False,28.2556,29.3836,28.9448,29.4817,10.3148,10.4093,10.743,10.7505,3.9197,3.9577,4.1403,4.0145,29.557606,0.0012083732181125129,False,10.655906,0.0017125397470262316,False,4.0435257,0.0005960117763943143,False,False,
C_00327,LOT_008,False,26.4335,27.3121,27.7722,27.7853,9.5622,9.7078,9.8975,9.992,4.0488,4.0618,4.1935,4.2421,27.484146,0.0011947647094726498,False,9.978462,0.0018795987447102818,False,4.1443987,0.0005736020088195811,False,False,
C_00328,LOT_008,False,28.8985,29.9426,28.9738,29.4481,10.3857,10.4015,10.8033,10.6762,4.2261,4.4088,4.279,4.4344,30.41805,0.003301741430494529,False,10.724524,0.00224321905771891,False,4.4604197,0.0003584698253207717,False,False,
C_00329,LOT_008,False,26.8075,27.5127,27.9315,27.9273,10.3811,10.0797,10.5351,10.7067,4.4483,4.5697,4.703,4.7231,28.223455,0.004935801590813539,False,10.649836,0.0039592749065822976,False,4.5991664,0.0002046277311113139,False,False,
C_00330,LOT_008,False,28.7237,29.1822,31.0714,29.8512,10.494,10.9329,10.9171,11.1406,3.9096,4.0713,4.0208,3.9284,30.062826,0.006115459420945897,False,11.160893,0.0015832877794901526,False,4.048095,-0.00016114426188998697,False,False,
C_00331,LOT_008,False,28.7107,28.9349,29.4166,29.6515,9.9994,10.3776,10.22,10.6157,4.1589,4.1865,4.188,4.2779,30.037792,0.007658973651462138,False,10.668229,0.00201825766033597,False,4.239677,0.00036928439140320054,False,False,
C_00332,LOT_008,False,27.6289,28.2018,27.183,28.179,9.905,9.7269,9.9547,9.9758,4.6155,4.5838,4.535,4.5225,28.41213,0.001460627471076127,False,10.164779,0.0030408243709140314,False,4.6501083,0.00046047456529405315,False,False,
C_00333,LOT_008,False,25.8027,27.046,26.906,27.2633,10.4684,10.4243,11.3061,11.8133,4.2362,4.325,4.3542,4.4349,27.485802,0.0030541784498426695,False,10.847106,0.002936152638329396,False,4.348134,0.00016065306133693994,False,False,
C_00334,LOT_008,False,29.0475,30.321,29.9401,30.272,8.5728,8.9029,9.0,8.9673,4.0712,4.0988,4.1317,4.0021,30.41805,0.0006739636527167322,False,9.220132,0.0022029991255866107,False,4.171786,0.0005068460517459461,False,False,
C_00335,LOT_008,False,27.4277,27.0917,27.9971,28.0489,9.5377,9.7464,10.1201,10.2751,3.7728,3.7477,3.8699,3.7679,27.87775,0.005458683310614696,False,9.994584,0.001723500580257843,False,3.8707578,0.0008545681820975407,False,False,
C_00336,LOT_008,False,25.5381,24.9178,25.8683,24.9437,8.4319,8.7282,9.0019,9.4187,4.1485,4.2962,4.1218,4.1957,25.602438,0.004754430368211536,False,9.098775,0.0025734368748135087,False,4.2544336,-0.0002900442229376885,False,False,
C_00337,LOT_008,False,28.344,28.6466,29.6162,28.8041,9.6204,9.6867,10.0258,10.1124,4.3754,4.3079,4.6637,4.6267,29.242819,0.004140408558315705,False,10.039551,0.0024503526475694436,False,4.439392,0.000913139512803819,False,False,
C_00338,LOT_008,False,28.5447,27.6515,28.9429,30.4287,10.8513,10.6206,11.0193,11.4136,3.8543,3.7224,3.7512,3.8215,29.279202,0.01130348269144695,False,11.208736,0.004084280692206492,False,3.8607821,0.0009609871281517882,False,False,
C_00339,LOT_008,False,28.6492,28.5126,29.0918,30.5583,9.9632,10.2495,10.4162,10.913,4.0822,4.2537,4.4129,4.341,29.988941,0.010252369393242736,False,10.661886,0.0028637931611802886,False,4.2372108,-0.00011450867652893247,False,False,
C_00340,LOT_008,False,24.9723,25.668,27.4102,26.7699,8.293,8.486,8.4614,8.5945,4.261,4.0217,4.1904,4.2577,26.484426,0.005669628461201991,False,8.885507,0.0027743515968322707,False,4.2269273,0.0014251894474029538,False,False,
C_00341,LOT_008,False,28.6158,29.4908,29.3939,30.0664,9.4512,9.5171,9.9582,9.6188,3.7883,3.8026,3.7449,3.9096,30.148914,0.0045702384524875204,False,9.827297,0.0021541472964816677,False,3.9031713,0.0006984118117226496,False,False,
C_00342,LOT_008,False,29.0837,28.5479,29.7226,29.6534,10.2203,10.3493,10.4748,11.3261,3.9179,4.1789,4.1073,4.0901,29.814236,0.0087939978281657,False,10.655906,0.002129206413692902,False,4.1287465,-0.00034828812811109485,False,False,
C_00343,LOT_008,False,28.0282,28.5597,28.6768,29.055,10.3433,10.6174,10.8812,10.9438,3.9879,4.0837,4.1991,4.1682,28.977444,0.002900997882419166,False,10.966637,0.002425254567464193,False,4.14067,0.0003956237687004914,False,False,
C_00344,LOT_008,False,31.0292,31.2374,30.2382,32.3592,10.4152,10.5108,10.7302,10.8968,3.9196,4.2008,4.0092,4.2117,32.203106,0.006706291156344937,False,10.857673,0.002408838134341772,False,4.151939,-0.00033931308852301763,False,False,
C_00345,LOT_008,False,28.609,28.5117,29.5256,29.1992,9.7766,9.6987,10.0313,10.4378,3.8332,3.8471,4.0309,3.9475,29.988941,0.010258619393242721,False,10.073799,0.0026048550923665325,False,3.9534225,0.0007383510165744345,False,False,
C_00346,LOT_008,False,27.9052,28.4394,27.8081,28.9871,9.5746,10.1256,10.3641,10.4371,4.0222,4.0443,4.2097,4.1654,28.81642,0.0026181916766696567,False,10.382383,0.0017832176844278945,False,4.1443987,0.0006951297865973594,False,False,
C_00347,LOT_008,False,29.7498,29.3683,29.0143,28.8336,10.3569,10.7301,10.4541,10.6957,3.7969,3.7285,3.7192,3.7962,30.207386,0.0058269862280951506,False,11.023509,0.0020375626775953493,False,3.913985,0.001288090374734667,False,False,
C_00348,LOT_008,False,29.1569,28.313,29.1993,29.312,10.0447,10.1078,10.3459,10.8032,4.2346,3.899,4.0214,4.016,29.608715,0.008998021231757278,False,10.525724,0.0029022528542412707,False,4.0677443,0.0011718351046244302,False,False,
C_00349,LOT_008,False,28.1456,29.1528,29.2926,29.3018,9.5579,9.3364,9.7212,9.7005,4.2595,4.4435,4.347,4.4825,29.260868,0.0007504727257622671,False,9.883717,0.0038008096059163454,False,4.472699,0.0002027719815572087,False,False,
C_00350,LOT_008,False,27.792,28.2584,27.3671,27.5651,9.9154,9.8696,10.3791,9.8618,3.8335,3.7675,3.8276,3.9819,28.41213,0.00106757191552055,False,10.255052,0.0026767473114861374,False,3.9360974,0.00117081516318851,False,False,
C_00351,LOT_008,False,27.1513,28.8416,27.8877,29.3263,8.7502,9.1736,9.2121,9.0467,3.972,4.0894,3.9172,4.1461,28.898296,0.00039372469584147355,False,9.404394,0.001602737151251896,False,4.095149,3.992389043171945e-05,False,False,
C_00352,LOT_008,False,24.6072,25.3097,25.5604,25.4663,9.6386,9.8506,10.2274,10.6112,3.6064,3.7033,3.8033,3.7213,26.125853,0.005667726283603248,False,10.242839,0.00272388096915351,False,3.6649823,-0.0002660950077904598,False,False,
C_00353,LOT_008,False,27.423,28.1944,28.6937,28.8406,9.3879,9.2019,9.4653,9.8597,3.9901,4.2806,4.1256,4.2217,28.403109,0.001449365255567751,False,9.673513,0.0032750931421915677,False,4.259984,-0.00014316655264960212,False,False,
C_00354,LOT_008,False,26.7342,27.7246,28.226,27.8175,9.7871,9.8695,10.377,10.0597,3.6917,3.8332,3.8384,3.8783,28.021828,0.002064081234402135,False,10.218775,0.0024255194134182373,False,3.8821402,0.0003398622194925933,False,False,
C_00355,LOT_008,False,29.5502,29.5241,30.9657,29.8652,9.3509,9.05,9.8459,9.6406,4.2213,4.1174,4.3669,4.4043,30.324993,0.00556175787183973,False,9.578305,0.0036687864197625006,False,4.3386254,0.001536287715699938,False,False,
C_00356,LOT_008,False,27.7773,28.8653,29.1011,29.0021,10.0928,10.8641,11.021,11.1869,4.2794,4.3474,4.4468,4.1444,28.958887,0.0006499104181925367,False,11.19624,0.002306530729929602,False,4.35767,7.131826612684201e-05,False,False,
C_00357,LOT_008,False,26.4256,26.6409,26.6789,27.8181,9.5405,9.9376,9.7638,9.9506,4.1115,4.0963,4.1886,4.2836,27.266304,0.004343083445231131,False,10.116534,0.0012425988409254301,False,4.1971607,0.0007004216723971877,False,False,
C_00358,LOT_008,False,25.5053,25.6797,26.9605,26.7954,10.2242,10.6294,10.6303,11.0554,4.1417,3.9697,3.9536,4.1471,26.635334,0.006636347325642901,False,10.956869,0.002274091148376462,False,4.162139,0.0013363815201653374,False,False,
C_00359,LOT_008,False,27.6764,29.7219,29.5121,29.7767,11.503,11.285,11.4511,11.9468,3.6594,3.7341,3.7944,3.9392,29.745848,0.00016630348629420588,False,11.711898,0.00296456840303209,False,3.8240247,0.0006244769255320218,False,False,
C_00360,LOT_008,False,24.0638,25.8611,25.7603,27.1695,10.6281,10.4709,10.9813,10.9346,3.9934,4.0282,3.9943,4.0689,26.672134,0.00563218332926432,False,10.908635,0.003039827357398137,False,4.102956,0.000519137626224094,False,False,
C_00361,LOT_009,False,25.2867,24.5966,25.3525,27.4794,11.7248,11.8906,11.8393,11.6238,4.1179,4.21,4.1234,4.3462,26.0332,0.009976384099324553,False,12.173418,0.0019640142016940703,False,4.219256,6.4277251561483e-05,False,False,
C_00362,LOT_009,False,26.8899,27.1019,27.0662,28.017,11.5495,11.3037,11.9047,11.5123,4.4538,4.4487,4.5198,4.4681,28.109482,0.006997095913357201,False,11.768674,0.003228985394371886,False,4.5277123,0.0005486968411339678,False,False,
C_00363,LOT_009,False,25.8607,26.9485,26.5218,27.1693,10.9894,11.6404,11.0093,11.4794,3.9136,3.8135,4.0008,3.852,27.659609,0.004938255839877664,False,11.80054,0.0011120831277635387,False,3.8919778,0.0005449846320682109,False,False,
C_00364,LOT_009,False,27.629,27.5773,28.6927,29.0571,10.2117,10.4242,10.6404,10.2651,4.715,4.7139,4.7618,4.7485,28.60433,0.00713215321434868,False,10.692118,0.0018605395211113767,False,4.752264,0.00026641682518853253,False,False,
C_00365,LOT_009,False,26.9589,25.3538,26.5673,27.8113,9.8855,10.2721,10.0149,10.2469,4.7093,4.7616,4.7065,4.7658,27.21828,0.012947783279418947,False,10.641464,0.0025650293986002604,False,4.7320685,-0.00020507959259880644,False,False,
C_00366,LOT_009,False,25.5398,26.6847,27.3994,27.7626,11.625,11.7386,12.5862,12.6469,4.8083,4.5436,4.6349,4.7824,27.248402,0.0039145947350396094,False,11.956006,0.001509764236874051,False,4.6627107,0.0008271574073367674,False,False,
C_00367,LOT_009,False,26.9742,28.2192,30.2295,28.7582,12.8224,12.3299,12.7322,12.874,4.4304,4.4151,4.4785,4.6504,28.591045,0.0025822595808241053,False,12.75305,0.002938540628221298,False,4.4828486,0.0004704766962263333,False,False,
C_00368,LOT_009,False,22.1966,21.853,21.9826,22.8553,10.7803,10.5024,11.1417,11.2902,4.1824,4.3866,4.3733,4.4521,22.95562,0.007657082027859147,False,11.005488,0.0034936694145202654,False,4.4105124,0.00016605866220262587,False,False,
C_00369,LOT_009,False,23.8791,24.8957,25.2068,24.599,10.6347,10.8508,11.0266,10.8997,4.6548,4.7232,4.7002,4.7681,25.226963,0.002300437800089508,False,11.113217,0.0018223427348666751,False,4.756794,0.000233291498819985,False,False,
C_00370,LOT_009,False,23.973,24.7707,24.5315,25.7711,10.9112,11.0747,11.1867,11.1813,4.2693,4.4481,4.5984,4.5163,25.4169,0.004487504408094607,False,11.362119,0.001995963340335422,False,4.4674063,0.0001340713395012738,False,False,
C_00371,LOT_009,False,26.2629,26.4561,27.8063,27.1596,10.0139,10.0813,10.2607,10.3774,3.9848,3.9158,4.1766,3.9672,27.50321,0.007271597692701557,False,10.568931,0.003386323791080047,False,4.0363636,0.0008372472339206275,False,False,
C_00372,LOT_009,False,25.8795,26.2461,25.4429,26.7703,11.1494,11.0714,11.6659,11.4456,4.111,4.2358,4.1835,4.3894,27.360374,0.007738017018636079,False,11.488597,0.002897200806935624,False,4.198839,-0.00025667230818006886,False,False,
C_00373,LOT_009,False,26.5541,26.7837,28.7292,28.6196,10.5173,11.0368,10.917,11.0642,4.2533,4.344,4.4048,4.3792,27.929829,0.00795922669304742,False,11.294216,0.0017876121944851381,False,4.3715625,0.00019140611754523172,False,False,
C_00374,LOT_009,False,24.4915,24.0542,24.0367,24.5177,10.8526,11.1219,11.3295,11.4035,4.0661,4.131,4.1318,4.305,25.051992,0.006929114002651627,False,11.359387,0.0016492180400424525,False,4.156286,0.00017559557490878476,False,False,
