component_id,lot_id,hour,parameter_name,value,is_defective
C_00203,LOT_005,96,prop_delay_ns,4.1872,False
C_00203,LOT_005,168,prop_delay_ns,4.239,False
C_00204,LOT_005,0,leakage_ua,9.6653,False
C_00204,LOT_005,24,leakage_ua,10.0838,False
C_00204,LOT_005,96,leakage_ua,10.1451,False
C_00204,LOT_005,168,leakage_ua,10.7174,False
C_00204,LOT_005,0,iddq_ua,25.9293,False
C_00204,LOT_005,24,iddq_ua,25.2707,False
C_00204,LOT_005,96,iddq_ua,26.0107,False
C_00204,LOT_005,168,iddq_ua,25.3452,False
C_00204,LOT_005,0,prop_delay_ns,4.2431,False
C_00204,LOT_005,24,prop_delay_ns,4.0578,False
C_00204,LOT_005,96,prop_delay_ns,4.2487,False
C_00204,LOT_005,168,prop_delay_ns,4.1353,False
C_00205,LOT_005,0,leakage_ua,10.4048,False
C_00205,LOT_005,24,leakage_ua,10.3405,False
C_00205,LOT_005,96,leakage_ua,10.548,False
C_00205,LOT_005,168,leakage_ua,10.9902,False
C_00205,LOT_005,0,iddq_ua,26.4366,False
C_00205,LOT_005,24,iddq_ua,26.21,False
C_00205,LOT_005,96,iddq_ua,26.5017,False
C_00205,LOT_005,168,iddq_ua,26.0008,False
C_00205,LOT_005,0,prop_delay_ns,3.8402,False
C_00205,LOT_005,24,prop_delay_ns,3.9295,False
C_00205,LOT_005,96,prop_delay_ns,3.777,False
C_00205,LOT_005,168,prop_delay_ns,3.8625,False
C_00206,LOT_005,0,leakage_ua,9.4768,False
C_00206,LOT_005,24,leakage_ua,10.0343,False
C_00206,LOT_005,96,leakage_ua,9.8655,False
C_00206,LOT_005,168,leakage_ua,10.4961,False
C_00206,LOT_005,0,iddq_ua,27.2219,False
C_00206,LOT_005,24,iddq_ua,28.4396,False
C_00206,LOT_005,96,iddq_ua,28.9252,False
C_00206,LOT_005,168,iddq_ua,28.6864,False
C_00206,LOT_005,0,prop_delay_ns,3.6403,False
C_00206,LOT_005,24,prop_delay_ns,3.4542,False
C_00206,LOT_005,96,prop_delay_ns,3.7544,False
C_00206,LOT_005,168,prop_delay_ns,3.6833,False
C_00207,LOT_005,0,leakage_ua,10.4998,False
C_00207,LOT_005,24,leakage_ua,10.9334,False
C_00207,LOT_005,96,leakage_ua,11.1264,False
C_00207,LOT_005,168,leakage_ua,11.0377,False
C_00207,LOT_005,0,iddq_ua,28.3556,False
C_00207,LOT_005,24,iddq_ua,27.968,False
C_00207,LOT_005,96,iddq_ua,29.0544,False
C_00207,LOT_005,168,iddq_ua,29.0997,False
C_00207,LOT_005,0,prop_delay_ns,4.2321,False
C_00207,LOT_005,24,prop_delay_ns,4.2866,False
C_00207,LOT_005,96,prop_delay_ns,4.2885,False
C_00207,LOT_005,168,prop_delay_ns,4.2549,False
C_00208,LOT_005,0,leakage_ua,10.0943,False
C_00208,LOT_005,24,leakage_ua,10.0486,False
C_00208,LOT_005,96,leakage_ua,10.081,False
C_00208,LOT_005,168,leakage_ua,10.7381,False
C_00208,LOT_005,0,iddq_ua,28.5676,False
C_00208,LOT_005,24,iddq_ua,29.5051,False
C_00208,LOT_005,96,iddq_ua,28.9765,False
C_00208,LOT_005,168,iddq_ua,29.6746,False
C_00208,LOT_005,0,prop_delay_ns,4.1795,False
C_00208,LOT_005,24,prop_delay_ns,4.3133,False
C_00208,LOT_005,96,prop_delay_ns,4.4002,False
C_00208,LOT_005,168,prop_delay_ns,4.3094,False
C_00209,LOT_005,0,leakage_ua,10.3527,False
C_00209,LOT_005,24,leakage_ua,10.7794,False
C_00209,LOT_005,96,leakage_ua,11.3407,False
C_00209,LOT_005,168,leakage_ua,11.4259,False
C_00209,LOT_005,0,iddq_ua,27.2482,False
C_00209,LOT_005,24,iddq_ua,27.7065,False
C_00209,LOT_005,96,iddq_ua,27.4024,False
C_00209,LOT_005,168,iddq_ua,28.9551,False
C_00209,LOT_005,0,prop_delay_ns,3.9657,False
C_00209,LOT_005,24,prop_delay_ns,3.794,False
C_00209,LOT_005,96,prop_delay_ns,3.7903,False
C_00209,LOT_005,168,prop_delay_ns,3.8093,False
C_00210,LOT_005,0,leakage_ua,8.2744,False
C_00210,LOT_005,24,leakage_ua,8.0931,False
C_00210,LOT_005,96,leakage_ua,8.4256,False
C_00210,LOT_005,168,leakage_ua,8.5662,False
C_00210,LOT_005,0,iddq_ua,28.3131,False
C_00210,LOT_005,24,iddq_ua,29.6732,False
C_00210,LOT_005,96,iddq_ua,29.6003,False
C_00210,LOT_005,168,iddq_ua,29.9572,False
C_00210,LOT_005,0,prop_delay_ns,3.5754,False
C_00210,LOT_005,24,prop_delay_ns,3.6931,False
C_00210,LOT_005,96,prop_delay_ns,3.5925,False
C_00210,LOT_005,168,prop_delay_ns,3.4571,False
C_00211,LOT_005,0,leakage_ua,9.442,False
C_00211,LOT_005,24,leakage_ua,9.8643,False
C_00211,LOT_005,96,leakage_ua,9.9175,False
C_00211,LOT_005,168,leakage_ua,10.0873,False
C_00211,LOT_005,0,iddq_ua,25.9619,False
C_00211,LOT_005,24,iddq_ua,26.027,False
C_00211,LOT_005,96,iddq_ua,26.0167,False
C_00211,LOT_005,168,iddq_ua,27.2703,False
C_00211,LOT_005,0,prop_delay_ns,4.1917,False
C_00211,LOT_005,24,prop_delay_ns,4.1399,False
C_00211,LOT_005,96,prop_delay_ns,4.2355,False
C_00211,LOT_005,168,prop_delay_ns,4.1889,False
C_00212,LOT_005,0,leakage_ua,8.7566,False
C_00212,LOT_005,24,leakage_ua,9.4584,False
C_00212,LOT_005,96,leakage_ua,9.3836,False
C_00212,LOT_005,168,leakage_ua,9.6248,False
C_00212,LOT_005,0,iddq_ua,27.0773,False
C_00212,LOT_005,24,iddq_ua,28.8333,False
C_00212,LOT_005,96,iddq_ua,30.1171,False
C_00212,LOT_005,168,iddq_ua,30.3866,False
C_00212,LOT_005,0,prop_delay_ns,4.2281,False
C_00212,LOT_005,24,prop_delay_ns,4.1054,False
C_00212,LOT_005,96,prop_delay_ns,4.1187,False
C_00212,LOT_005,168,prop_delay_ns,4.3622,False
C_00213,LOT_005,0,leakage_ua,9.3357,False
C_00213,LOT_005,24,leakage_ua,9.3383,False
C_00213,LOT_005,96,leakage_ua,9.4808,False
C_00213,LOT_005,168,leakage_ua,9.8702,False
C_00213,LOT_005,0,iddq_ua,26.4096,False
C_00213,LOT_005,24,iddq_ua,26.2985,False
C_00213,LOT_005,96,iddq_ua,27.1673,False
C_00213,LOT_005,168,iddq_ua,27.8031,False
C_00213,LOT_005,0,prop_delay_ns,4.2705,False
C_00213,LOT_005,24,prop_delay_ns,4.3527,False
C_00213,LOT_005,96,prop_delay_ns,4.2613,False
C_00213,LOT_005,168,prop_delay_ns,4.1608,False
C_00214,LOT_005,0,leakage_ua,10.1944,False
C_00214,LOT_005,24,leakage_ua,10.305,False
C_00214,LOT_005,96,leakage_ua,10.9214,False
C_00214,LOT_005,168,leakage_ua,11.1569,False
C_00214,LOT_005,0,iddq_ua,26.0153,False
C_00214,LOT_005,24,iddq_ua,27.5808,False
C_00214,LOT_005,96,iddq_ua,27.6901,False
C_00214,LOT_005,168,iddq_ua,27.4068,False
C_00214,LOT_005,0,prop_delay_ns,4.089,False
C_00214,LOT_005,24,prop_delay_ns,4.1757,False
C_00214,LOT_005,96,prop_delay_ns,4.1687,False
C_00214,LOT_005,168,prop_delay_ns,4.2316,False
C_00215,LOT_005,0,leakage_ua,9.585,False
C_00215,LOT_005,24,leakage_ua,9.7162,False
C_00215,LOT_005,96,leakage_ua,9.852,False
C_00215,LOT_005,168,leakage_ua,10.4662,False
C_00215,LOT_005,0,iddq_ua,23.2088,False
C_00215,LOT_005,24,iddq_ua,24.2127,False
C_00215,LOT_005,96,iddq_ua,24.4453,False
C_00215,LOT_005,168,iddq_ua,24.2323,False
C_00215,LOT_005,0,prop_delay_ns,4.0211,False
C_00215,LOT_005,24,prop_delay_ns,4.0273,False
C_00215,LOT_005,96,prop_delay_ns,4.0808,False
C_00215,LOT_005,168,prop_delay_ns,4.1335,False
C_00216,LOT_005,0,leakage_ua,9.2638,False
C_00216,LOT_005,24,leakage_ua,9.3879,False
C_00216,LOT_005,96,leakage_ua,9.1584,False
C_00216,LOT_005,168,leakage_ua,9.8494,False
C_00216,LOT_005,0,iddq_ua,25.7261,False
C_00216,LOT_005,24,iddq_ua,26.2649,False
C_00216,LOT_005,96,iddq_ua,27.0437,False
C_00216,LOT_005,168,iddq_ua,28.7305,False
C_00216,LOT_005,0,prop_delay_ns,4.1985,False
C_00216,LOT_005,24,prop_delay_ns,4.1106,False
C_00216,LOT_005,96,prop_delay_ns,4.3115,False
C_00216,LOT_005,168,prop_delay_ns,4.119,False
C_00217,LOT_005,0,leakage_ua,10.0861,False
C_00217,LOT_005,24,leakage_ua,9.9661,False
C_00217,LOT_005,96,leakage_ua,10.2502,False
C_00217,LOT_005,168,leakage_ua,10.0118,False
C_00217,LOT_005,0,iddq_ua,24.9299,False
C_00217,LOT_005,24,iddq_ua,26.0113,False
C_00217,LOT_005,96,iddq_ua,25.3439,False
C_00217,LOT_005,168,iddq_ua,26.1932,False
C_00217,LOT_005,0,prop_delay_ns,4.1116,False
C_00217,LOT_005,24,prop_delay_ns,4.284,False
C_00217,LOT_005,96,prop_delay_ns,4.1814,False
C_00217,LOT_005,168,prop_delay_ns,4.0006,False
C_00218,LOT_005,0,leakage_ua,10.0896,False
C_00218,LOT_005,24,leakage_ua,10.5187,False
C_00218,LOT_005,96,leakage_ua,10.9111,False
C_00218,LOT_005,168,leakage_ua,10.8702,False
C_00218,LOT_005,0,iddq_ua,26.5353,False
C_00218,LOT_005,24,iddq_ua,27.3405,False
C_00218,LOT_005,96,iddq_ua,26.9414,False
C_00218,LOT_005,168,iddq_ua,26.7379,False
C_00218,LOT_005,0,prop_delay_ns,4.5735,False
C_00218,LOT_005,24,prop_delay_ns,4.6,False
C_00218,LOT_005,96,prop_delay_ns,4.5756,False
C_00218,LOT_005,168,prop_delay_ns,4.6211,False
C_00219,LOT_005,0,leakage_ua,9.9117,False
C_00219,LOT_005,24,leakage_ua,10.1264,False
C_00219,LOT_005,96,leakage_ua,9.8522,False
C_00219,LOT_005,168,leakage_ua,10.1218,False
C_00219,LOT_005,0,iddq_ua,26.5368,False
C_00219,LOT_005,24,iddq_ua,26.2644,False
C_00219,LOT_005,96,iddq_ua,26.9683,False
C_00219,LOT_005,168,iddq_ua,27.5005,False
C_00219,LOT_005,0,prop_delay_ns,4.2375,False
C_00219,LOT_005,24,prop_delay_ns,4.3241,False
C_00219,LOT_005,96,prop_delay_ns,4.3612,False
C_00219,LOT_005,168,prop_delay_ns,4.2991,False
C_00220,LOT_005,0,leakage_ua,8.7184,False
C_00220,LOT_005,24,leakage_ua,8.7815,False
C_00220,LOT_005,96,leakage_ua,8.7414,False
C_00220,LOT_005,168,leakage_ua,8.7774,False
C_00220,LOT_005,0,iddq_ua,25.8355,False
C_00220,LOT_005,24,iddq_ua,25.9651,False
C_00220,LOT_005,96,iddq_ua,25.6171,False
C_00220,LOT_005,168,iddq_ua,26.2485,False
C_00220,LOT_005,0,prop_delay_ns,3.8735,False
C_00220,LOT_005,24,prop_delay_ns,4.0119,False
C_00220,LOT_005,96,prop_delay_ns,4.1468,False
C_00220,LOT_005,168,prop_delay_ns,3.9447,False
C_00221,LOT_005,0,leakage_ua,9.6389,False
C_00221,LOT_005,24,leakage_ua,9.7877,False
C_00221,LOT_005,96,leakage_ua,9.9807,False
C_00221,LOT_005,168,leakage_ua,9.8906,False
C_00221,LOT_005,0,iddq_ua,28.5599,False
C_00221,LOT_005,24,iddq_ua,27.6768,False
C_00221,LOT_005,96,iddq_ua,27.2896,False
C_00221,LOT_005,168,iddq_ua,28.2613,False
C_00221,LOT_005,0,prop_delay_ns,3.7284,False
C_00221,LOT_005,24,prop_delay_ns,3.8423,False
C_00221,LOT_005,96,prop_delay_ns,3.8271,False
C_00221,LOT_005,168,prop_delay_ns,3.8311,False
C_00222,LOT_005,0,leakage_ua,9.4653,False
C_00222,LOT_005,24,leakage_ua,9.7632,False
C_00222,LOT_005,96,leakage_ua,9.878,False
C_00222,LOT_005,168,leakage_ua,10.1927,False
C_00222,LOT_005,0,iddq_ua,30.1762,False
C_00222,LOT_005,24,iddq_ua,29.2601,False
C_00222,LOT_005,96,iddq_ua,29.8579,False
C_00222,LOT_005,168,iddq_ua,30.2864,False
C_00222,LOT_005,0,prop_delay_ns,3.9814,False
C_00222,LOT_005,24,prop_delay_ns,3.9224,False
C_00222,LOT_005,96,prop_delay_ns,3.8812,False
C_00222,LOT_005,168,prop_delay_ns,3.766,False
C_00223,LOT_005,0,leakage_ua,10.0975,False
C_00223,LOT_005,24,leakage_ua,10.184,False
C_00223,LOT_005,96,leakage_ua,10.1304,False
C_00223,LOT_005,168,leakage_ua,10.4439,False
C_00223,LOT_005,0,iddq_ua,27.2776,False
C_00223,LOT_005,24,iddq_ua,26.7052,False
C_00223,LOT_005,96,iddq_ua,28.2155,False
C_00223,LOT_005,168,iddq_ua,27.815,False
C_00223,LOT_005,0,prop_delay_ns,3.7406,False
C_00223,LOT_005,24,prop_delay_ns,3.6591,False
C_00223,LOT_005,96,prop_delay_ns,3.7621,False
C_00223,LOT_005,168,prop_delay_ns,3.7271,False
C_00224,LOT_005,0,leakage_ua,9.0606,False
C_00224,LOT_005,24,leakage_ua,9.5112,False
C_00224,LOT_005,96,leakage_ua,9.8268,False
C_00224,LOT_005,168,leakage_ua,10.0651,False
C_00224,LOT_005,0,iddq_ua,25.5511,False
C_00224,LOT_005,24,iddq_ua,25.9312,False
C_00224,LOT_005,96,iddq_ua,27.0877,False
C_00224,LOT_005,168,iddq_ua,26.5751,False
C_00224,LOT_005,0,prop_delay_ns,4.2213,False
C_00224,LOT_005,24,prop_delay_ns,4.2551,False
C_00224,LOT_005,96,prop_delay_ns,4.2272,False
C_00224,LOT_005,168,prop_delay_ns,4.2877,False
C_00225,LOT_005,0,leakage_ua,10.8353,False
C_00225,LOT_005,24,leakage_ua,11.0954,False
C_00225,LOT_005,96,leakage_ua,11.0061,False
C_00225,LOT_005,168,leakage_ua,11.4205,False
C_00225,LOT_005,0,iddq_ua,24.3004,False
C_00225,LOT_005,24,iddq_ua,23.6121,False
C_00225,LOT_005,96,iddq_ua,25.4328,False
C_00225,LOT_005,168,iddq_ua,25.0474,False
C_00225,LOT_005,0,prop_delay_ns,3.8926,False
C_00225,LOT_005,24,prop_delay_ns,3.8962,False
C_00225,LOT_005,96,prop_delay_ns,3.9766,False
C_00225,LOT_005,168,prop_delay_ns,3.9479,False
C_00226,LOT_005,0,leakage_ua,9.3689,False
C_00226,LOT_005,24,leakage_ua,10.0206,False
C_00226,LOT_005,96,leakage_ua,9.6123,False
C_00226,LOT_005,168,leakage_ua,10.2947,False
C_00226,LOT_005,0,iddq_ua,26.8166,False
C_00226,LOT_005,24,iddq_ua,26.1738,False
C_00226,LOT_005,96,iddq_ua,27.2716,False
C_00226,LOT_005,168,iddq_ua,27.3607,False
C_00226,LOT_005,0,prop_delay_ns,3.7043,False
C_00226,LOT_005,24,prop_delay_ns,3.7255,False
C_00226,LOT_005,96,prop_delay_ns,3.7449,False
C_00226,LOT_005,168,prop_delay_ns,3.7075,False
C_00227,LOT_005,0,leakage_ua,8.796,False
C_00227,LOT_005,24,leakage_ua,9.1478,False
C_00227,LOT_005,96,leakage_ua,9.5184,False
C_00227,LOT_005,168,leakage_ua,9.4623,False
C_00227,LOT_005,0,iddq_ua,28.3681,False
C_00227,LOT_005,24,iddq_ua,28.6703,False
C_00227,LOT_005,96,iddq_ua,28.8656,False
C_00227,LOT_005,168,iddq_ua,29.8051,False
C_00227,LOT_005,0,prop_delay_ns,4.1868,False
C_00227,LOT_005,24,prop_delay_ns,4.0937,False
C_00227,LOT_005,96,prop_delay_ns,4.1982,False
C_00227,LOT_005,168,prop_delay_ns,4.246,False
C_00228,LOT_005,0,leakage_ua,8.9291,False
C_00228,LOT_005,24,leakage_ua,9.0883,False
C_00228,LOT_005,96,leakage_ua,9.5798,False
C_00228,LOT_005,168,leakage_ua,9.7787,False
C_00228,LOT_005,0,iddq_ua,28.4532,False
C_00228,LOT_005,24,iddq_ua,28.3507,False
C_00228,LOT_005,96,iddq_ua,29.0491,False
C_00228,LOT_005,168,iddq_ua,28.0315,False
C_00228,LOT_005,0,prop_delay_ns,3.9109,False
C_00228,LOT_005,24,prop_delay_ns,4.1741,False
C_00228,LOT_005,96,prop_delay_ns,4.1648,False
C_00228,LOT_005,168,prop_delay_ns,4.2125,False
C_00229,LOT_005,0,leakage_ua,10.2753,True
C_00229,LOT_005,24,leakage_ua,13.2209,True
C_00229,LOT_005,96,leakage_ua,18.4901,True
C_00229,LOT_005,168,leakage_ua,22.7186,True
C_00229,LOT_005,0,iddq_ua,24.7906,True
C_00229,LOT_005,24,iddq_ua,36.8682,True
C_00229,LOT_005,96,iddq_ua,49.9129,True
C_00229,LOT_005,168,iddq_ua,58.282,True
C_00229,LOT_005,0,prop_delay_ns,4.1053,True
C_00229,LOT_005,24,prop_delay_ns,4.5366,True
C_00229,LOT_005,96,prop_delay_ns,4.8098,True
C_00229,LOT_005,168,prop_delay_ns,5.1621,True
C_00230,LOT_005,0,leakage_ua,9.6835,False
C_00230,LOT_005,24,leakage_ua,9.6074,False
C_00230,LOT_005,96,leakage_ua,10.1855,False
C_00230,LOT_005,168,leakage_ua,10.0116,False
C_00230,LOT_005,0,iddq_ua,25.7432,False
C_00230,LOT_005,24,iddq_ua,27.6511,False
C_00230,LOT_005,96,iddq_ua,27.1828,False
C_00230,LOT_005,168,iddq_ua,28.4672,False
C_00230,LOT_005,0,prop_delay_ns,3.9544,False
C_00230,LOT_005,24,prop_delay_ns,4.0915,False
C_00230,LOT_005,96,prop_delay_ns,4.0158,False
C_00230,LOT_005,168,prop_delay_ns,4.0593,False
C_00231,LOT_005,0,leakage_ua,10.2062,False
C_00231,LOT_005,24,leakage_ua,10.4884,False
C_00231,LOT_005,96,leakage_ua,10.6356,False
C_00231,LOT_005,168,leakage_ua,10.9934,False
C_00231,LOT_005,0,iddq_ua,28.528,False
C_00231,LOT_005,24,iddq_ua,30.7974,False
C_00231,LOT_005,96,iddq_ua,30.0853,False
C_00231,LOT_005,168,iddq_ua,30.4012,False
C_00231,LOT_005,0,prop_delay_ns,3.7457,False
C_00231,LOT_005,24,prop_delay_ns,3.8588,False
C_00231,LOT_005,96,prop_delay_ns,3.9676,False
C_00231,LOT_005,168,prop_delay_ns,3.733,False
C_00232,LOT_005,0,leakage_ua,9.2944,False
C_00232,LOT_005,24,leakage_ua,9.6022,False
C_00232,LOT_005,96,leakage_ua,9.8976,False
C_00232,LOT_005,168,leakage_ua,10.5674,False
C_00232,LOT_005,0,iddq_ua,26.5183,False
C_00232,LOT_005,24,iddq_ua,26.7569,False
C_00232,LOT_005,96,iddq_ua,27.2289,False
C_00232,LOT_005,168,iddq_ua,27.8876,False
C_00232,LOT_005,0,prop_delay_ns,4.4804,False
C_00232,LOT_005,24,prop_delay_ns,4.4552,False
C_00232,LOT_005,96,prop_delay_ns,4.6022,False
C_00232,LOT_005,168,prop_delay_ns,4.5756,False
C_00233,LOT_005,0,leakage_ua,9.93,False
C_00233,LOT_005,24,leakage_ua,9.8804,False
C_00233,LOT_005,96,leakage_ua,10.2896,False
C_00233,LOT_005,168,leakage_ua,10.2589,False
C_00233,LOT_005,0,iddq_ua,27.3794,False
C_00233,LOT_005,24,iddq_ua,26.8572,False
C_00233,LOT_005,96,iddq_ua,27.6122,False
C_00233,LOT_005,168,iddq_ua,27.9438,False
C_00233,LOT_005,0,prop_delay_ns,4.2348,False
C_00233,LOT_005,24,prop_delay_ns,4.1988,False
C_00233,LOT_005,96,prop_delay_ns,3.9955,False
C_00233,LOT_005,168,prop_delay_ns,4.2108,False
C_00234,LOT_005,0,leakage_ua,8.7105,False
C_00234,LOT_005,24,leakage_ua,8.996,False
C_00234,LOT_005,96,leakage_ua,9.0132,False
C_00234,LOT_005,168,leakage_ua,9.7239,False
C_00234,LOT_005,0,iddq_ua,27.4616,False
C_00234,LOT_005,24,iddq_ua,26.9351,False
C_00234,LOT_005,96,iddq_ua,27.4559,False
C_00234,LOT_005,168,iddq_ua,28.3553,False
C_00234,LOT_005,0,prop_delay_ns,3.8239,False
C_00234,LOT_005,24,prop_delay_ns,4.0764,False
C_00234,LOT_005,96,prop_delay_ns,3.9729,False
C_00234,LOT_005,168,prop_delay_ns,3.8945,False
C_00235,LOT_005,0,leakage_ua,9.1119,False
C_00235,LOT_005,24,leakage_ua,8.9426,False
C_00235,LOT_005,96,leakage_ua,8.9536,False
C_00235,LOT_005,168,leakage_ua,9.0134,False
C_00235,LOT_005,0,iddq_ua,26.7624,False
C_00235,LOT_005,24,iddq_ua,26.9134,False
C_00235,LOT_005,96,iddq_ua,25.9792,False
C_00235,LOT_005,168,iddq_ua,27.0079,False
C_00235,LOT_005,0,prop_delay_ns,4.165,False
C_00235,LOT_005,24,prop_delay_ns,3.8601,False
C_00235,LOT_005,96,prop_delay_ns,3.9809,False
C_00235,LOT_005,168,prop_delay_ns,4.0238,False
C_00236,LOT_005,0,leakage_ua,10.304,False
C_00236,LOT_005,24,leakage_ua,10.5571,False
C_00236,LOT_005,96,leakage_ua,10.7992,False
C_00236,LOT_005,168,leakage_ua,11.0657,False
C_00236,LOT_005,0,iddq_ua,28.8555,False
C_00236,LOT_005,24,iddq_ua,29.644,False
C_00236,LOT_005,96,iddq_ua,30.4521,False
C_00236,LOT_005,168,iddq_ua,31.1428,False
C_00236,LOT_005,0,prop_delay_ns,3.8451,False
C_00236,LOT_005,24,prop_delay_ns,3.9695,False
C_00236,LOT_005,96,prop_delay_ns,3.8853,False
C_00236,LOT_005,168,prop_delay_ns,3.9323,False
C_00237,LOT_005,0,leakage_ua,8.9498,False
C_00237,LOT_005,24,leakage_ua,9.1475,False
C_00237,LOT_005,96,leakage_ua,9.6162,False
C_00237,LOT_005,168,leakage_ua,9.6159,False
C_00237,LOT_005,0,iddq_ua,26.2723,False
C_00237,LOT_005,24,iddq_ua,26.8667,False
C_00237,LOT_005,96,iddq_ua,25.9111,False
C_00237,LOT_005,168,iddq_ua,28.03,False
C_00237,LOT_005,0,prop_delay_ns,4.1943,False
C_00237,LOT_005,24,prop_delay_ns,4.19,False
C_00237,LOT_005,96,prop_delay_ns,4.2712,False
C_00237,LOT_005,168,prop_delay_ns,4.2331,False
C_00238,LOT_005,0,leakage_ua,8.7899,False
C_00238,LOT_005,24,leakage_ua,8.9743,False
C_00238,LOT_005,96,leakage_ua,9.05,False
C_00238,LOT_005,168,leakage_ua,9.4142,False
C_00238,LOT_005,0,iddq_ua,25.6721,False
C_00238,LOT_005,24,iddq_ua,26.7401,False
C_00238,LOT_005,96,iddq_ua,27.1376,False
C_00238,LOT_005,168,iddq_ua,27.527,False
C_00238,LOT_005,0,prop_delay_ns,4.1553,False
C_00238,LOT_005,24,prop_delay_ns,4.0948,False
C_00238,LOT_005,96,prop_delay_ns,4.2054,False
C_00238,LOT_005,168,prop_delay_ns,4.3629,False
C_00239,LOT_005,0,leakage_ua,10.8148,False
C_00239,LOT_005,24,leakage_ua,10.6891,False
C_00239,LOT_005,96,leakage_ua,11.0395,False
C_00239,LOT_005,168,leakage_ua,11.7214,False
C_00239,LOT_005,0,iddq_ua,28.393,False
C_00239,LOT_005,24,iddq_ua,27.9502,False
C_00239,LOT_005,96,iddq_ua,28.974,False
C_00239,LOT_005,168,iddq_ua,28.56,False
C_00239,LOT_005,0,prop_delay_ns,3.6647,False
C_00239,LOT_005,24,prop_delay_ns,3.6983,False
C_00239,LOT_005,96,prop_delay_ns,3.5937,False
C_00239,LOT_005,168,prop_delay_ns,3.6944,False
C_00240,LOT_005,0,leakage_ua,8.6713,False
C_00240,LOT_005,24,leakage_ua,9.2331,False
C_00240,LOT_005,96,leakage_ua,8.85,False
C_00240,LOT_005,168,leakage_ua,9.3616,False
C_00240,LOT_005,0,iddq_ua,25.8077,False
C_00240,LOT_005,24,iddq_ua,25.4887,False
C_00240,LOT_005,96,iddq_ua,26.0458,False
C_00240,LOT_005,168,iddq_ua,27.2414,False
C_00240,LOT_005,0,prop_delay_ns,4.5596,False
C_00240,LOT_005,24,prop_delay_ns,4.7704,False
C_00240,LOT_005,96,prop_delay_ns,4.5857,False
C_00240,LOT_005,168,prop_delay_ns,4.7265,False
C_00241,LOT_006,0,leakage_ua,9.7893,False
C_00241,LOT_006,24,leakage_ua,9.961,False
C_00241,LOT_006,96,leakage_ua,10.6902,False
C_00241,LOT_006,168,leakage_ua,10.8724,False
C_00241,LOT_006,0,iddq_ua,23.3245,False
C_00241,LOT_006,24,iddq_ua,23.709,False
C_00241,LOT_006,96,iddq_ua,24.7852,False
C_00241,LOT_006,168,iddq_ua,25.0878,False
C_00241,LOT_006,0,prop_delay_ns,5.2929,False
C_00241,LOT_006,24,prop_delay_ns,5.0791,False
C_00241,LOT_006,96,prop_delay_ns,5.2008,False
C_00241,LOT_006,168,prop_delay_ns,5.2054,False
C_00242,LOT_006,0,leakage_ua,10.1069,True
C_00242,LOT_006,24,leakage_ua,18.7923,True
C_00242,LOT_006,96,leakage_ua,32.3319,True
C_00242,LOT_006,168,leakage_ua,42.6243,True
C_00242,LOT_006,0,iddq_ua,24.79,True
C_00242,LOT_006,24,iddq_ua,49.36,True
C_00242,LOT_006,96,iddq_ua,91.7061,True
C_00242,LOT_006,168,iddq_ua,125.2435,True
C_00242,LOT_006,0,prop_delay_ns,5.1753,True
C_00242,LOT_006,24,prop_delay_ns,5.5347,True
C_00242,LOT_006,96,prop_delay_ns,6.7149,True
C_00242,LOT_006,168,prop_delay_ns,7.42,True
C_00243,LOT_006,0,leakage_ua,9.7838,False
C_00243,LOT_006,24,leakage_ua,10.1222,False
C_00243,LOT_006,96,leakage_ua,10.5226,False
C_00243,LOT_006,168,leakage_ua,10.362,False
C_00243,LOT_006,0,iddq_ua,24.8379,False
C_00243,LOT_006,24,iddq_ua,25.2034,False
C_00243,LOT_006,96,iddq_ua,26.3356,False
C_00243,LOT_006,168,iddq_ua,26.9407,False
C_00243,LOT_006,0,prop_delay_ns,4.9029,False
C_00243,LOT_006,24,prop_delay_ns,5.1172,False
C_00243,LOT_006,96,prop_delay_ns,4.9506,False
C_00243,LOT_006,168,prop_delay_ns,5.2448,False
C_00244,LOT_006,0,leakage_ua,10.0725,False
C_00244,LOT_006,24,leakage_ua,10.1435,False
C_00244,LOT_006,96,leakage_ua,10.5719,False
C_00244,LOT_006,168,leakage_ua,10.9553,False
C_00244,LOT_006,0,iddq_ua,25.3475,False
C_00244,LOT_006,24,iddq_ua,25.8412,False
C_00244,LOT_006,96,iddq_ua,25.5772,False
C_00244,LOT_006,168,iddq_ua,26.1176,False
C_00244,LOT_006,0,prop_delay_ns,4.8208,False
C_00244,LOT_006,24,prop_delay_ns,4.9606,False
C_00244,LOT_006,96,prop_delay_ns,4.9659,False
C_00244,LOT_006,168,prop_delay_ns,5.0871,False
C_00245,LOT_006,0,leakage_ua,8.3818,False
C_00245,LOT_006,24,leakage_ua,8.5085,False
C_00245,LOT_006,96,leakage_ua,8.5892,False
C_00245,LOT_006,168,leakage_ua,8.7966,False
C_00245,LOT_006,0,iddq_ua,22.5679,False
C_00245,LOT_006,24,iddq_ua,22.2168,False
C_00245,LOT_006,96,iddq_ua,23.8155,False
C_00245,LOT_006,168,iddq_ua,24.7245,False
C_00245,LOT_006,0,prop_delay_ns,5.0576,False
C_00245,LOT_006,24,prop_delay_ns,5.2407,False
C_00245,LOT_006,96,prop_delay_ns,5.3003,False
C_00245,LOT_006,168,prop_delay_ns,5.3776,False
