component_id,lot_id,is_defective,Value_0h_iddq_ua,Value_24h_iddq_ua,Value_96h_iddq_ua,Value_168h_iddq_ua,Value_0h_leakage_ua,Value_24h_leakage_ua,Value_96h_leakage_ua,Value_168h_leakage_ua,Value_0h_prop_delay_ns,Value_24h_prop_delay_ns,Value_96h_prop_delay_ns,Value_168h_prop_delay_ns,lot_mean_168h_iddq_ua,lot_std_168h_iddq_ua,zscore_168h_iddq_ua,flag_zscore_iddq_ua,iqr_lower_iddq_ua,iqr_upper_iddq_ua,flag_iqr_iddq_ua,lot_mean_168h_leakage_ua,lot_std_168h_leakage_ua,zscore_168h_leakage_ua,flag_zscore_leakage_ua,iqr_lower_leakage_ua,iqr_upper_leakage_ua,flag_iqr_leakage_ua,lot_mean_168h_prop_delay_ns,lot_std_168h_prop_delay_ns,zscore_168h_prop_delay_ns,flag_zscore_prop_delay_ns,iqr_lower_prop_delay_ns,iqr_upper_prop_delay_ns,flag_iqr_prop_delay_ns,if_score,flag_isoforest,flag_param_iddq_ua,flag_param_leakage_ua,flag_param_prop_delay_ns,flag_module_a,triggered_parameters,anomaly_score,flag_module_b,predicted_168h_iddq_ua,predicted_slope_iddq_ua,flag_param_b_iddq_ua,predicted_168h_leakage_ua,predicted_slope_leakage_ua,flag_param_b_leakage_ua,predicted_168h_prop_delay_ns,predicted_slope_prop_delay_ns,flag_param_b_prop_delay_ns,final_flag,explanation,triggered_parameters_all
C_00094,LOT_002,False,22.773,22.5322,23.0458,22.9053,8.288,8.2755,8.8694,8.6627,4.3086,4.3498,4.2528,4.3753,24.575409999999998,7.730296226081791,-0.21604734814237725,False,17.63935,28.194850000000002,False,9.5913425,2.4665281948195408,-0.37649782473617455,False,6.856499999999997,11.183500000000002,False,4.6003324999999995,0.4709220101947853,-0.47785513339442376,False,3.4879000000000016,5.541274999999999,False,0.28831873946382963,False,False,False,False,False,,14.6,False,23.23775,0.004899646525912817,False,8.585949,0.0021558954450819285,False,4.3931236,0.0003008585188123907,False,False,No issues detected.,
C_00095,LOT_002,False,22.575,23.3181,23.5024,23.9182,7.6608,7.4791,7.7415,7.916,4.527,4.5629,4.4538,4.3936,24.575409999999998,7.730296226081791,-0.08501744057137062,False,17.63935,28.194850000000002,False,9.5913425,2.4665281948195408,-0.6792310355578858,False,6.856499999999997,11.183500000000002,False,4.6003324999999995,0.4709220101947853,-0.4389951956471296,False,3.4879000000000016,5.541274999999999,False,0.23234315611137696,False,False,False,False,False,,19.0,False,23.693085,0.002604060533311624,False,7.977592,0.003461749940448338,False,4.598457,0.0002469226360321048,False,False,No issues detected.,
C_00096,LOT_002,False,20.6316,20.8385,21.2176,21.073,9.0027,8.8673,8.8871,9.2681,4.5617,4.5936,4.6757,4.6788,24.575409999999998,7.730296226081791,-0.45307578100085866,False,17.63935,28.194850000000002,False,9.5913425,2.4665281948195408,-0.13105161363203013,False,6.856499999999997,11.183500000000002,False,4.6003324999999995,0.4709220101947853,0.16662525492818694,False,3.4879000000000016,5.541274999999999,False,0.24942513429025942,False,False,False,False,False,,16.3,False,21.35324,0.0035745768017239055,False,9.222004,0.00246322178310818,False,4.654911,0.0004257711198594811,False,False,No issues detected.,
C_00097,LOT_002,False,23.069,23.6793,23.5207,23.9842,8.3396,8.7648,8.4196,8.6512,4.6012,4.5085,4.5284,4.831,24.575409999999998,7.730296226081791,-0.07647960475373138,False,17.63935,28.194850000000002,False,9.5913425,2.4665281948195408,-0.38116024863392417,False,6.856499999999997,11.183500000000002,False,4.6003324999999995,0.4709220101947853,0.4898210213291814,False,3.4879000000000016,5.541274999999999,False,0.26943120979695095,False,False,False,False,False,,15.6,False,24.123838,0.0030870723936292765,False,8.926537,0.0011231705559624618,False,4.5484166,0.0002771987120310484,False,False,No issues detected.,
C_00098,LOT_002,False,22.9054,23.2813,23.4202,23.083,8.511,8.3634,8.5289,8.5543,4.515,4.7385,4.7012,4.7161,24.575409999999998,7.730296226081791,-0.1930598720091285,False,17.63935,28.194850000000002,False,9.5913425,2.4665281948195408,-0.4204462378245279,False,6.856499999999997,11.183500000000002,False,4.6003324999999995,0.4709220101947853,0.24583157612895623,False,3.4879000000000016,5.541274999999999,False,0.29166652627428774,False,False,False,False,False,,13.9,False,23.740406,0.0031882363637288297,False,8.669679,0.0021269353336758057,False,4.724205,-9.927071465386394e-05,False,False,No issues detected.,
C_00099,LOT_002,False,20.4446,20.6875,21.023,20.8364,10.0792,10.0934,10.1214,10.3312,4.8849,4.8349,5.0436,5.0542,24.575409999999998,7.730296226081791,-0.48368262879560653,False,17.63935,28.194850000000002,False,9.5913425,2.4665281948195408,0.2999590686025511,False,6.856499999999997,11.183500000000002,False,4.6003324999999995,0.4709220101947853,0.963784852214211,False,3.4879000000000016,5.541274999999999,False,0.11639789517984334,False,False,False,False,False,,27.2,False,21.263641,0.0040009816487630205,False,10.469291,0.0026103523148430664,False,4.932907,0.0006806048923068562,False,False,No issues detected.,
C_00100,LOT_002,False,19.3278,19.2987,19.6651,19.9887,9.6027,9.7121,10.0616,10.189,4.42,4.4332,4.5519,4.596,24.575409999999998,7.730296226081791,-0.5933420745927657,False,17.63935,28.194850000000002,False,9.5913425,2.4665281948195408,0.24230718353646347,False,6.856499999999997,11.183500000000002,False,4.6003324999999995,0.4709220101947853,-0.00920003717432399,False,3.4879000000000016,5.541274999999999,False,0.15280806376917533,False,False,False,False,False,,22.3,False,20.225332,0.006434946250915526,False,9.9717455,0.0018030936876932814,False,4.509557,0.0005302553494771304,False,False,No issues detected.,
C_00101,LOT_002,False,21.756,21.5867,22.2197,22.0216,9.4708,9.1265,9.4542,9.5681,4.1782,4.3324,4.2052,4.2447,24.575409999999998,7.730296226081791,-0.3303637952946123,False,17.63935,28.194850000000002,False,9.5913425,2.4665281948195408,-0.009423164125517233,False,6.856499999999997,11.183500000000002,False,4.6003324999999995,0.4709220101947853,-0.7551834322904146,False,3.4879000000000016,5.541274999999999,False,0.26818001140041314,False,False,False,False,False,,17.9,False,22.325834,0.0051328769048054985,False,9.55715,0.002990624215867784,False,4.3251185,-5.056568251715632e-05,False,False,No issues detected.,
C_00102,LOT_002,False,20.8469,22.2082,22.4749,22.321,7.889,8.1972,8.3639,8.353,4.0956,3.9336,4.03,4.1057,24.575409999999998,7.730296226081791,-0.29163306735823186,False,17.63935,28.194850000000002,False,9.5913425,2.4665281948195408,-0.5020589274433983,False,6.856499999999997,11.183500000000002,False,4.6003324999999995,0.4709220101947853,-1.0503490796605732,False,3.4879000000000016,5.541274999999999,False,0.20128487056218552,False,False,False,False,False,,23.7,False,21.932442,-0.0019149881150987518,False,8.631427,0.0030154639667934807,False,4.061141,0.0008857014867994506,False,False,No issues detected.,
C_00103,LOT_002,False,21.0146,21.3648,21.5716,21.4275,9.3187,9.5376,9.5145,9.0235,3.8464,3.9971,4.0405,3.9949,24.575409999999998,7.730296226081791,-0.4072172537682378,False,17.63935,28.194850000000002,False,9.5913425,2.4665281948195408,-0.23021934279634074,False,6.856499999999997,11.183500000000002,False,4.6003324999999995,0.4709220101947853,-1.2856322000103102,False,3.4879000000000016,5.541274999999999,False,0.17877782294627048,False,False,False,False,False,,26.8,False,21.625778,0.0018123485989040874,False,9.686739,0.0010356872770521416,False,4.034648,0.0002607495943705234,False,False,No issues detected.,
C_00104,LOT_002,False,22.5171,23.508,23.2978,22.4248,7.7419,8.4379,8.4525,8.7737,4.5019,4.6775,4.7003,4.882,24.575409999999998,7.730296226081791,-0.27820538011776347,False,17.63935,28.194850000000002,False,9.5913425,2.4665281948195408,-0.33149529841876435,False,6.856499999999997,11.183500000000002,False,4.6003324999999995,0.4709220101947853,0.5981192084937702,False,3.4879000000000016,5.541274999999999,False,0.2621585097873273,False,False,False,False,False,,16.9,False,23.707083,0.0013825190862019917,False,8.760066,0.002237264113956022,False,4.7423286,0.00045019891526963825,False,False,No issues detected.,
C_00105,LOT_002,False,21.7452,21.737,22.5246,22.678,8.3149,8.0709,8.5525,8.7486,4.8203,4.7819,4.8827,5.0829,24.575409999999998,7.730296226081791,-0.24545113725373058,False,17.63935,28.194850000000002,False,9.5913425,2.4665281948195408,-0.34167154536080935,False,6.856499999999997,11.183500000000002,False,4.6003324999999995,0.4709220101947853,1.024729126167619,False,3.4879000000000016,5.541274999999999,False,0.22066458635534092,False,False,False,False,False,,22.5,False,22.412022,0.004687650256686752,False,8.675136,0.00419608064227634,False,4.885218,0.0007174871073828785,False,False,No issues detected.,
C_00106,LOT_002,False,23.342,23.315,24.5382,24.6522,8.9533,8.6714,9.3662,8.9968,4.3633,4.405,4.4204,4.4992,24.575409999999998,7.730296226081791,0.009933642612674452,False,17.63935,28.194850000000002,False,9.5913425,2.4665281948195408,-0.2410442748024204,False,6.856499999999997,11.183500000000002,False,4.6003324999999995,0.4709220101947853,-0.2147542434004485,False,3.4879000000000016,5.541274999999999,False,0.2806055471947576,False,False,False,False,False,,13.0,False,23.923716,0.004227191607157381,False,8.980056,0.0021434431182013602,False,4.501661,0.0006712557209862586,False,False,No issues detected.,
C_00107,LOT_002,False,22.8096,23.2394,23.0209,22.854,7.5065,7.7052,7.7187,8.118,4.6021,4.6247,4.4278,4.509,24.575409999999998,7.730296226081791,-0.22268357507336037,False,17.63935,28.194850000000002,False,9.5913425,2.4665281948195408,-0.5973345462235001,False,6.856499999999997,11.183500000000002,False,4.6003324999999995,0.4709220101947853,-0.1939440035139188,False,3.4879000000000016,5.541274999999999,False,0.23686251317500584,False,False,False,False,False,,18.1,False,23.740406,0.0034792085859510647,False,7.9247513,0.001524661678738067,False,4.634911,7.091014120313988e-05,False,False,No issues detected.,
C_00108,LOT_002,False,21.3791,20.6878,22.2196,21.8871,9.9798,10.057,10.6049,10.3699,4.5035,4.3198,4.4415,4.5712,24.575409999999998,7.730296226081791,-0.34776286980177024,False,17.63935,28.194850000000002,False,9.5913425,2.4665281948195408,0.31564913858889077,False,6.856499999999997,11.183500000000002,False,4.6003324999999995,0.4709220101947853,-0.06186268505043839,False,3.4879000000000016,5.541274999999999,False,0.1693916760278973,False,False,False,False,False,,19.4,False,21.851252,0.008079525015089252,False,10.457027,0.0027779683007134303,False,4.410646,0.0006308747344546858,False,False,No issues detected.,
C_00109,LOT_002,False,22.0524,22.3509,22.3805,23.0941,7.8815,7.6858,8.2339,7.948,4.2437,4.257,4.2293,4.425,24.575409999999998,7.730296226081791,-0.1916239632579798,False,17.63935,28.194850000000002,False,9.5913425,2.4665281948195408,-0.666257334277191,False,6.856499999999997,11.183500000000002,False,4.6003324999999995,0.4709220101947853,-0.3723174882555982,False,3.4879000000000016,5.541274999999999,False,0.24917017292278099,False,False,False,False,False,,18.1,False,22.983742,0.004394734446207687,False,8.022763,0.002340022585127086,False,4.3218217,0.00045015062226189736,False,False,No issues detected.,
C_00110,LOT_002,False,23.9137,22.7176,23.1867,24.1084,7.7247,7.2934,7.404,7.8352,4.9429,5.0562,4.8242,4.8984,24.575409999999998,7.730296226081791,-0.0604129500787202,False,17.63935,28.194850000000002,False,9.5913425,2.4665281948195408,-0.7119896312916401,False,6.856499999999997,11.183500000000002,False,4.6003324999999995,0.4709220101947853,0.6329445078957169,False,3.4879000000000016,5.541274999999999,False,0.12456755320705326,False,False,False,False,False,,24.7,False,23.91386,0.008307363340589728,False,7.915411,0.004319520801968044,False,5.0020614,-0.0003759627289242186,False,False,No issues detected.,
C_00111,LOT_002,False,22.2378,22.8196,22.5942,23.6776,7.9502,8.0275,8.0719,8.1763,4.597,4.7517,4.8145,4.7314,24.575409999999998,7.730296226081791,-0.11614173296112662,False,17.63935,28.194850000000002,False,9.5913425,2.4665281948195408,-0.5736980842027347,False,6.856499999999997,11.183500000000002,False,4.6003324999999995,0.4709220101947853,0.27832103227833305,False,3.4879000000000016,5.541274999999999,False,0.2539543504356093,False,False,False,False,False,,17.1,False,23.421268,0.0041782532162136414,False,8.285433,0.0017912001079983192,False,4.7726493,0.00014548116789924058,False,False,No issues detected.,
C_00112,LOT_002,True,19.2726,23.4538,29.5051,33.5999,9.0311,11.4202,13.7931,15.3961,4.3066,4.8076,5.581,6.2101,24.575409999999998,7.730296226081791,1.1674183933018811,False,17.63935,28.194850000000002,True,9.5913425,2.4665281948195408,2.3534121816210156,False,6.856499999999997,11.183500000000002,True,4.6003324999999995,0.4709220101947853,3.4183314118916623,True,3.4879000000000016,5.541274999999999,True,0.02996931967183969,False,True,True,True,True,"iddq_ua,leakage_ua,prop_delay_ns",52.0,True,32.71137,0.06428867056104871,True,15.602564,0.029044193458557133,True,6.1057267,0.009014768881267973,True,True,"[Module B - Iddq (standby current)] The strongest driver was pct_change_24h_iddq_ua (0.217), which pushed the predicted 168h value up by 7.11uA relative to baseline. [Module A - propagation delay] Flagged because 168h propagation delay is 3.4sigma from its lot's mean (6.21ns vs lot mean 4.60ns); and 168h propagation delay (6.21ns) falls outside the lot's normal IQR range [3.49, 5.54]ns. [Module B - leakage current] The strongest driver was delta_24h_leakage_ua (2.389), which pushed the predicted 168h value up by 3.05uA relative to baseline. [Module B - propagation delay] The strongest driver was Value_24h_prop_delay_ns (4.808), which pushed the predicted 168h value up by 0.57ns relative to baseline. [Module A - Iddq (standby current)] Flagged because 168h Iddq (standby current) (33.60uA) falls outside the lot's normal IQR range [17.64, 28.19]uA. [Module A - leakage current] Flagged because 168h leakage current (15.40uA) falls outside the lot's normal IQR range [6.86, 11.18]uA.","Iddq (standby current), leakage current, propagation delay"
C_00113,LOT_002,False,20.6478,20.8762,21.2676,21.7849,8.2909,8.4729,8.4098,8.8308,4.7204,4.8862,4.7759,4.9795,24.575409999999998,7.730296226081791,-0.36098357920423535,False,17.63935,28.194850000000002,False,9.5913425,2.4665281948195408,-0.3083453501960246,False,6.856499999999997,11.183500000000002,False,4.6003324999999995,0.4709220101947853,0.8051598604260757,False,3.4879000000000016,5.541274999999999,False,0.2061155173317758,False,False,False,False,False,,21.4,False,21.35324,0.0033127712461683435,False,8.760846,0.0019996259583367295,False,4.941002,0.0003805686950683618,False,False,No issues detected.,
C_00114,LOT_002,False,23.1634,23.0137,23.7369,23.5275,8.881,8.802,8.7955,8.9589,4.3311,4.3066,4.2938,4.3796,24.575409999999998,7.730296226081791,-0.13555884138881777,False,17.63935,28.194850000000002,False,9.5913425,2.4665281948195408,-0.25641000225674343,False,6.856499999999997,11.183500000000002,False,4.6003324999999995,0.4709220101947853,-0.46872410977074314,False,3.4879000000000016,5.541274999999999,False,0.2962934516025668,False,False,False,False,False,,14.1,False,23.665522,0.004526539039611816,False,8.921685,0.0008311473528544136,False,4.3656096,0.0004097892072465655,False,False,No issues detected.,
C_00115,LOT_002,False,23.2309,22.7301,23.8033,23.7417,9.3439,9.0361,8.8124,9.5218,4.5808,4.4326,4.3977,4.6225,24.575409999999998,7.730296226081791,-0.10784968332611673,False,17.63935,28.194850000000002,False,9.5913425,2.4665281948195408,-0.028194488166021922,False,6.856499999999997,11.183500000000002,False,4.6003324999999995,0.4709220101947853,0.047072550273942554,False,3.4879000000000016,5.541274999999999,False,0.2656067231928649,False,False,False,False,False,,12.6,False,23.596966,0.006019901318020289,False,9.460695,0.0029485782411363434,False,4.5734024,0.000977794477674697,False,False,No issues detected.,
C_00116,LOT_002,False,23.6702,24.5961,24.6369,23.9688,9.1245,9.0899,9.1482,9.2741,4.6013,4.6749,4.7079,4.626,24.575409999999998,7.730296226081791,-0.07847176644451374,False,17.63935,28.194850000000002,False,9.5913425,2.4665281948195408,-0.12861904464189977,False,6.856499999999997,11.183500000000002,False,4.6003324999999995,0.4709220101947853,0.05450477880484735,False,3.4879000000000016,5.541274999999999,False,0.24857701854253822,False,False,False,False,False,,13.6,False,24.638403,0.0002937704086303721,False,9.309537,0.0015252564854092061,False,4.727925,0.0003682279427846269,False,False,No issues detected.,
C_00117,LOT_002,False,23.1214,23.0053,23.4837,24.105,9.2497,9.6703,9.9605,9.7048,4.3211,4.137,4.3228,4.2494,24.575409999999998,7.730296226081791,-0.060852777984477247,False,17.63935,28.194850000000002,False,9.5913425,2.4665281948195408,0.04599886603295114,False,6.856499999999997,11.183500000000002,False,4.6003324999999995,0.4709220101947853,-0.7452030111203451,False,3.4879000000000016,5.541274999999999,False,0.23686794785536497,False,False,False,False,False,,19.4,False,23.665522,0.004584872372945161,False,9.743335,0.0005071859041849826,False,4.290933,0.0010689800845252173,False,False,No issues detected.,
C_00118,LOT_002,False,23.88,24.5978,26.0371,25.8649,9.2256,9.1774,9.4124,9.2733,4.0248,3.931,3.9875,4.0883,24.575409999999998,7.730296226081791,0.16680990770435156,False,17.63935,28.194850000000002,False,9.5913425,2.4665281948195408,-0.12894338717391712,False,6.856499999999997,11.183500000000002,False,4.6003324999999995,0.4709220101947853,-1.087297872928491,False,3.4879000000000016,5.541274999999999,False,0.14695493280985894,False,False,False,False,False,,26.7,False,24.927761,0.0022913963741726384,False,9.3923855,0.001492954741583927,False,4.0576572,0.000879564179314507,False,False,No issues detected.,
C_00119,LOT_002,False,21.327,21.856,21.295,22.447,7.9927,8.0115,8.5093,8.3358,4.2584,4.2119,4.2715,4.4183,24.575409999999998,7.730296226081791,-0.275333562615467,False,17.63935,28.194850000000002,False,9.5913425,2.4665281948195408,-0.5090322918817712,False,6.856499999999997,11.183500000000002,False,4.6003324999999995,0.4709220101947853,-0.3865448971576119,False,3.4879000000000016,5.541274999999999,False,0.24635218709022455,False,False,False,False,False,,16.9,False,22.359709,0.0034979776806301427,False,8.285433,0.0019023112191094303,False,4.332998,0.0008409569369422067,False,False,No issues detected.,
C_00120,LOT_002,False,23.7381,23.3757,24.2112,24.0949,8.1397,8.3814,8.4956,8.7556,4.1519,4.317,4.1595,4.2426,24.575409999999998,7.730296226081791,-0.062159325586873676,False,17.63935,28.194850000000002,False,9.5913425,2.4665281948195408,-0.33883354820565753,False,6.856499999999997,11.183500000000002,False,4.6003324999999995,0.4709220101947853,-0.7596427694089556,False,3.4879000000000016,5.541274999999999,False,0.242398781358456,False,False,False,False,False,,19.2,False,23.955807,0.0040285189734565,False,8.602391,0.0015346614095899842,False,4.2970276,-0.00013869730631510535,False,False,No issues detected.,
C_00121,LOT_003,False,19.7971,20.0234,20.3484,20.2526,13.196,12.974,13.329,13.6373,3.6544,3.6274,3.7086,3.8231,23.429705,6.065317127352779,-0.5238151498579022,False,17.626775000000002,27.5459,False,14.09649,2.3478854737499772,-0.195575978953775,False,10.45845,17.157200000000003,False,3.58583,0.24164473838621767,0.9818959915476186,False,2.7929,4.344775,False,0.15107035140269154,False,False,False,False,False,,25.6,False,20.714973,0.004802593400743281,False,13.664236,0.004793306032816568,False,3.7341557,0.0007413587146335165,False,False,No issues detected.,
C_00122,LOT_003,False,22.5793,21.2948,21.7298,21.9495,11.4507,11.9526,11.9467,12.0643,3.5281,3.5132,3.5138,3.5492,23.429705,6.065317127352779,-0.24404412315470084,False,17.626775000000002,27.5459,False,14.09649,2.3478854737499772,-0.8655405141010744,False,10.45845,17.157200000000003,False,3.58583,0.24164473838621767,-0.15158616837522407,False,2.7929,4.344775,False,0.14529202470159241,False,False,False,False,False,,24.9,False,22.267708,0.006756304338243282,False,12.490136,0.003732889906565346,False,3.5018182,-7.904041608174557e-05,False,False,No issues detected.,
C_00123,LOT_003,False,18.0619,18.5648,18.5762,18.3977,13.8543,13.7319,13.8709,14.2188,3.4569,3.5341,3.4122,3.5173,23.429705,6.065317127352779,-0.8296359274121298,False,17.626775000000002,27.5459,False,14.09649,2.3478854737499772,0.052093682322864945,False,10.45845,17.157200000000003,False,3.58583,0.24164473838621767,-0.28359814684013257,False,2.7929,4.344775,False,0.04788211123518227,False,False,False,False,False,,29.5,False,19.194233,0.004371062088012683,False,14.27311,0.0037584054840935632,False,3.5277805,-4.388518863254137e-05,False,False,No issues detected.,
C_00124,LOT_003,False,20.8688,20.15,20.5374,20.5338,11.4461,11.5455,12.0982,12.8636,3.3695,3.2393,3.3626,3.284,23.429705,6.065317127352779,-0.4774531882167096,False,17.626775000000002,27.5459,False,14.09649,2.3478854737499772,-0.5251065325732698,False,10.45845,17.157200000000003,False,3.58583,0.24164473838621767,-1.249065061444,False,2.7929,4.344775,False,0.10310121866430833,False,False,False,False,False,,30.3,False,20.965462,0.005662928687201616,False,12.357378,0.005638041708204478,False,3.306768,0.0004685273647308345,False,False,No issues detected.,
C_00125,LOT_003,False,21.7722,20.933,21.8839,21.8713,13.5302,13.9573,14.8004,15.1691,3.5142,3.618,3.7582,3.6814,23.429705,6.065317127352779,-0.2569371011075502,False,17.626775000000002,27.5459,False,14.09649,2.3478854737499772,0.45684085190358886,False,10.45845,17.157200000000003,False,3.58583,0.24164473838621767,0.395497955545184,False,2.7929,4.344775,False,0.15927401348534925,False,False,False,False,False,,20.8,False,21.930452,0.006926752408345542,False,14.848868,0.006191447014278835,False,3.6133595,-3.2226032680934516e-05,False,False,No issues detected.,
C_00126,LOT_003,False,21.8537,21.6119,22.2688,21.8101,11.6412,12.0684,12.636,12.9652,3.8697,3.8342,3.836,3.8472,23.429705,6.065317127352779,-0.2670272577663025,False,17.626775000000002,27.5459,False,14.09649,2.3478854737499772,-0.48183355306216663,False,10.45845,17.157200000000003,False,3.58583,0.24164473838621767,1.081629179039916,False,2.7929,4.344775,False,0.13176481130943807,False,False,False,False,False,,27.4,False,22.325834,0.004957876904805512,False,12.801963,0.005094186475541853,False,3.9250207,0.000630699268976847,False,False,No issues detected.,
C_00127,LOT_003,False,22.9731,22.717,23.2718,24.098,12.3989,12.4065,12.7763,13.4164,3.6654,3.7991,3.5551,3.7322,23.429705,6.065317127352779,0.1101830268670023,False,17.626775000000002,27.5459,False,14.09649,2.3478854737499772,-0.2896606361782115,False,10.45845,17.157200000000003,False,3.58583,0.24164473838621767,0.6057239275206515,False,2.7929,4.344775,False,0.1881474442398114,False,False,False,False,False,,20.6,False,23.568935,0.005916218015882713,False,13.10091,0.004822292963663741,False,3.7823071,-0.00011661702791849872,False,False,No issues detected.,
C_00128,LOT_003,False,20.2483,19.5672,20.6439,21.0361,12.3266,12.4611,12.8754,12.9609,3.3803,3.4009,3.1892,3.4769,23.429705,6.065317127352779,-0.3946380625681631,False,17.626775000000002,27.5459,False,14.09649,2.3478854737499772,-0.48366498821864,False,10.45845,17.157200000000003,False,3.58583,0.24164473838621767,-0.4507857308521179,False,2.7929,4.344775,False,0.15862373174068806,False,False,False,False,False,,21.1,False,20.591589,0.007113812319437664,False,13.040603,0.00402432419459025,False,3.4098988,6.249137454562693e-05,False,False,No issues detected.,
C_00129,LOT_003,False,23.9075,23.934,24.3482,23.9364,13.763,13.9492,14.7318,15.1178,3.3084,3.3349,3.282,3.4006,23.429705,6.065317127352779,0.08353973738899102,False,17.626775000000002,27.5459,False,14.09649,2.3478854737499772,0.43499140457170327,False,10.45845,17.157200000000003,False,3.58583,0.24164473838621767,-0.7665385194688142,False,2.7929,4.344775,False,0.11275225891754864,False,False,False,False,False,,25.8,False,24.384756,0.0031302506128946866,False,14.707982,0.0052693198839823445,False,3.3967025,0.00042918422222137313,False,False,No issues detected.,
C_00130,LOT_003,False,21.1224,19.7415,20.0189,20.9657,13.0432,13.2755,13.4694,13.5741,3.6542,3.7627,3.7619,3.7213,23.429705,6.065317127352779,-0.4062450401625447,False,17.626775000000002,27.5459,False,14.09649,2.3478854737499772,-0.22249381660241416,False,10.45845,17.157200000000003,False,3.58583,0.24164473838621767,0.5606163862896936,False,2.7929,4.344775,False,0.17838090683479807,False,False,False,False,False,,20.8,False,21.094484,0.00939572450849746,False,13.89653,0.004312709384494363,False,3.75236,-7.18048228157902e-05,False,False,No issues detected.,
C_00131,LOT_003,True,22.9517,34.7503,49.5904,59.9047,10.9539,15.238,22.1207,27.6862,3.3995,3.6008,3.9524,4.175,23.429705,6.065317127352779,6.013699569888704,True,17.626775000000002,27.5459,True,14.09649,2.3478854737499772,5.788063409368471,True,10.45845,17.157200000000003,True,3.58583,0.24164473838621767,2.4381660611965694,False,2.7929,4.344775,False,-0.16976384892473706,True,True,True,False,True,"iddq_ua,leakage_ua",83.5,True,60.57884,0.17936484964158797,True,27.225641,0.08324750868479411,True,3.9336662,0.00231157103644477,False,True,"[Module B - Iddq (standby current)] The strongest driver was delta_24h_iddq_ua (11.799), which pushed the predicted 168h value up by 24.16uA relative to baseline. [Module B - leakage current] The strongest driver was delta_24h_leakage_ua (4.284), which pushed the predicted 168h value up by 10.95uA relative to baseline. [Module A - Iddq (standby current)] Flagged because 168h Iddq (standby current) is 6.0sigma from its lot's mean (59.90uA vs lot mean 23.43uA); and 168h Iddq (standby current) (59.90uA) falls outside the lot's normal IQR range [17.63, 27.55]uA. [Module A - leakage current] Flagged because 168h leakage current is 5.8sigma from its lot's mean (27.69uA vs lot mean 14.10uA); and 168h leakage current (27.69uA) falls outside the lot's normal IQR range [10.46, 17.16]uA.","Iddq (standby current), leakage current"
C_00132,LOT_003,False,21.3008,21.0359,22.1041,21.8953,12.787,12.7249,13.6225,13.4318,3.8965,4.0392,4.0397,4.0809,23.429705,6.065317127352779,-0.25298017692764796,False,17.626775000000002,27.5459,False,14.09649,2.3478854737499772,-0.2831015428271184,False,10.45845,17.157200000000003,False,3.58583,0.24164473838621767,2.0487514162577614,False,2.7929,4.344775,False,0.11930528264226131,False,False,False,False,False,,36.1,False,21.985518,0.006594565984937868,False,13.392967,0.004639355723063152,False,4.026892,-8.547093603346168e-05,False,False,No issues detected.,
C_00133,LOT_003,False,22.7339,22.805,23.8903,24.275,13.23,13.5684,13.8484,14.5032,3.5649,3.8149,3.7012,3.6909,23.429705,6.065317127352779,0.13936534269378442,False,17.626775000000002,27.5459,False,14.09649,2.3478854737499772,0.17322395174174082,False,10.45845,17.157200000000003,False,3.58583,0.24164473838621767,0.4348118676272105,False,2.7929,4.344775,False,0.1921528450512442,False,False,False,False,False,,19.0,False,23.48352,0.0047119479709201405,False,14.226919,0.004573049820793996,False,3.7292166,-0.0005950237803988999,False,False,No issues detected.,
C_00134,LOT_003,False,23.1226,22.9754,22.3876,22.8629,13.8117,14.1442,14.9254,14.915,3.2749,3.4077,3.2233,3.3233,23.429705,6.065317127352779,-0.09345018374123859,False,17.626775000000002,27.5459,False,14.09649,2.3478854737499772,0.34861581161056315,False,10.45845,17.157200000000003,False,3.58583,0.24164473838621767,-1.0864296146204584,False,2.7929,4.344775,False,0.12265751324699464,False,False,False,False,False,,27.9,False,23.665522,0.0047925112618340355,False,14.685286,0.0037575386683146184,False,3.3973224,-7.206655343373737e-05,False,False,No issues detected.,
C_00135,LOT_003,False,22.9036,23.4706,23.872,23.5787,12.6495,12.3395,13.3591,13.1285,3.4429,3.5697,3.47,3.5165,23.429705,6.065317127352779,0.02456507992435872,False,17.626775000000002,27.5459,False,14.09649,2.3478854737499772,-0.4122816086314261,False,10.45845,17.157200000000003,False,3.58583,0.24164473838621767,-0.28690879206809233,False,2.7929,4.344775,False,0.20317893062126968,False,False,False,False,False,,18.3,False,23.916258,0.0030948462380303208,False,13.253012,0.006343831274244526,False,3.5496101,-0.00013951293097602061,False,False,No issues detected.,
C_00136,LOT_003,False,21.4171,21.7287,23.9162,23.714,12.5816,13.095,13.2916,13.8401,3.5394,3.3255,3.4501,3.4642,23.429705,6.065317127352779,0.04687223998855957,False,17.626775000000002,27.5459,False,14.09649,2.3478854737499772,-0.10920038599263562,False,10.45845,17.157200000000003,False,3.58583,0.24164473838621767,-0.5033422238459853,False,2.7929,4.344775,False,0.21138137837266607,False,False,False,False,False,,18.6,False,22.447216,0.004989694680107965,False,13.893755,0.005546909438239199,False,3.4527564,0.0008837250338660353,False,False,No issues detected.,
